"","Title","Author","Format","Starts","Price","ISBN","Category","publishedDate","categories","pageCount"
"26368","No Picnic on Mount Kenya","Felice Benuzzi","Paperback",4,"9.98",9780857053770,"Sport",NA,NA,NA
"26369","The Mountains of My Life","Walter Bonatti","Paperback",4,"13.51",9780141192918,"Sport",NA,NA,NA
"26370","Rock Climbing Technique","John Kettle","Paperback",4.5,"19.87",9781999654405,"Sport","2018-09",NA,140
"26371","How Your Horse Moves","Gillian Higgins","Paperback",4.5,"17.44",9781446300992,"Sport","2012-08-29","Pets",0
"26372","Ultimate Guide to Wilderness Living","John McPherson","Paperback",4,"12.19",9781569756508,"Sport",NA,NA,NA
"26373","Today We Die a Little","Richard Askwith","Paperback",4.5,"12.83",9780224100359,"Sport","2017","Biography & Autobiography",0
"26374","Playing for Keeps","David Halberstam","Paperback",4,"16.71",9780767904445,"Sport","2000","Sports & Recreation",452
"26375","Dynamic Stretching","Mark Kovacs","Paperback",3.5,"15.38",9781569757260,"Sport","2009-12-29","Health & Fitness",114
"26376","The Rise of Superman","Steven Kotler","Hardback",4,"18.54",9781477800836,"Sport","2014","Business & Economics",261
"26377","Bushcraft","Mors Kochanski","Paperback",4.5,"18.52",9781772130072,"Sport","2016-03-15","Self-Help",0
"26378","The Battle","Paul O'connell","Paperback",4,"11.48",9780141047409,"Sport","2017-05-04","Rugby Union football",0
"26379","I Found My Tribe","Ruth Fitzmaurice","Paperback",4,"9.58",9781784705466,"Sport",NA,NA,NA
"26380","Louise Parker: The 6 Week Programme","Louise Parker","Hardback",4.5,"14.87",9781784725372,"Sport","2019-03-05","Health & Fitness",0
"26381","Remarkable Cricket Grounds","Brian Levison","Hardback",4.5,"27.9",9781911216056,"Sport",NA,NA,NA
"26382","Wild","Cheryl Strayed","Hardback",4,"19.41",9780307592736,"Sport",NA,NA,NA
"26383","The Little Book of Talent","Daniel Coyle","Hardback",4,"15.49",9780345530257,"Sport","2012-08-21","Self-Help",0
"26384","The Boys in the Boat","Daniel James Brown","Hardback",4.5,"19.78",9780670025817,"Sport","2013-06-04","Sports & Recreation",418
"26385","Woman in the Wilderness","Miriam Lancewood","Paperback",4,"13.9",9780349418247,"Sport",NA,NA,NA
"26386","Every Shot Must Have a Purpose","Pia Nilsson","Hardback",4.5,"20.04",9781592401574,"Sport","2005-09-22","Sports & Recreation",234
"26387","Woman in the Wilderness","Miriam Lancewood","Paperback",4,"17.29",9781760633523,"Sport",NA,NA,NA
"26388","Boys Will Be Boys","Jeff Pearlman","Paperback",4,"15.43",9780061256813,"Sport","2009-08-18","Sports & Recreation",0
"26389","Valegro","Carl Hester","Hardback",4.5,"24.73",9781908990532,"Sport",NA,NA,NA
"26390","What Doesn't Kill You...","Johnny Herbert","Hardback",4,"22.06",9780593078389,"Sport","2016-11-03","Biography & Autobiography",306
"26391","Allez Allez Allez","Simon Hughes","Hardback",5,"21.69",9781787632707,"Sport","2019-07-15","Biography & Autobiography",0
"26392","The Way of St James - France","Alison Raju","Paperback",4,"23.53",9781852846084,"Sport","2010","Sports & Recreation",214
"26393","Building a Strip Canoe, Second Edition","Gil Gilpatrick","Paperback",4.5,"15.34",9781565234833,"Sport",NA,NA,NA
"26394","The Football Ramble","Marcus Speller","Hardback",4,"17.98",9781780896342,"Sport","2016-10-20","Biography & Autobiography",386
"26395","Wisden Cricketers' Almanack 2019","Lawrence Booth","Hardback",5,"53.94",9781472964052,"Sport","2019-06-04","Sports & Recreation",1488
"26396","Know the Game: Complete skills: Cricket","Luke Sellers","Paperback",3.5,"16.14",9781472919588,"Sport",NA,NA,NA
"26397","Walking in the Dolomites","Gillian Price","Paperback",5,"16.2",9781852848446,"Sport",NA,NA,NA
"26398","The Science of Running","Steve Magness","Paperback",4,"23.99",9780615942940,"Sport",NA,NA,NA
"26399","Mountaineering: The Freedom of the Hills","The Mountaineers","Paperback",4.5,"26.66",9781680510041,"Sport","2017","Self-Help",0
"26400","Fast-Track Triathlete","Matt Dixon","Paperback",4.5,"19.88",9781937715748,"Sport","2017","Triathlon",0
"26401","Why We Run","Bernd Heinrich","Paperback",4,"11.95",9780060958701,"Sport","2002-05-07","Nature",304
"26402","Shut up Legs!","Jens Voigt","Paperback",4,"10.62",9781785031755,"Sport",NA,NA,NA
"26403","The Julian Alps of Slovenia","Justi Carey","Paperback",4,"17.81",9781852847098,"Sport","2022-09-22","Julian Alps (Slovenia and Italy)",0
"26404","Paddock Paradise","Jaime Jackson","Paperback",4.5,"22.36",9780965800785,"Sport",NA,NA,NA
"26405","IronFit Secrets for Half Iron-Distance Triathlon Success","Don Fink","Paperback",4,"11.86",9780762792931,"Sport",NA,NA,NA
"26406","Free+style","Carl Paoli","Hardback",4.5,"28.44",9781628600209,"Sport","2014-07-15","Sports & Recreation",0
"26407","The Unfettered Mind","Takuan Soho","Paperback",4,"14.99",9781590309865,"Sport","2012-06-12","Philosophy",0
"26408","Just Ride","Grant Petersen","Paperback",4,"10.21",9780761155584,"Sport","2012-01-01","Sports & Recreation",225
"26409","Musashi's Book of Five Rings","Stephen F. Kaufman","Paperback",4,"9.9",9780804835206,"Sport","2004-01-15","Philosophy",134
"26410","Mastering The 21 Immutable Principles Of Brazilian Jiu-Jitsu","Paulo Guillobel","Paperback",4,"17.64",9781514109328,"Sport",NA,NA,NA
"26411","5000-1: The Leicester City Story","Rob Tanner","Paperback",4,"12.54",9781785781513,"Sport",NA,NA,NA
"26412","Calcio","John Foot","Paperback",4,"16.51",9780007175758,"Sport",NA,NA,NA
"26413","Power Golf","Ben Hogan","Paperback",4,"11.3",9781439195284,"Sport","2010-11-02","Health & Fitness",194
"26414","Bruce Lee -- Wisdom for the Way","Bruce Lee","Paperback",4.5,"15.14",9780897501859,"Sport",NA,NA,NA
"26415","The Fat-loss Blitz","Chloe Madeley","Paperback",4,"19.99",9781787630116,"Sport","2019-03-19","Health & Fitness",0
"26416","Healing Light of the Tao","Mantak Chia","Paperback",4,"23.32",9781594771132,"Sport","2008-05-27","Body, Mind & Spirit",608
"26417","Via Ferratas of the Italian Dolomites: Vol 2","Graham Fletcher","Paperback",4,"17.61",9781852843809,"Sport",NA,NA,NA
"26418","The Men's Health Big Book Of 15-Minute Workouts","Selene Yeager","Paperback",4,"24.18",9781609617356,"Sport",NA,NA,NA
"26419","Guy Martin: Worms to Catch","Guy Martin","Paperback",4.5,"11.42",9780753545324,"Sport","2017-06-27","Biography & Autobiography",0
"26420","Manchester United: The Biography","Jim White","Paperback",4.5,"10.2",9780751539110,"Sport",NA,NA,NA
"26421","In Search of Captain Zero","A.C. Weisbecker","Paperback",4,"12.02",9781585421770,"Sport","2002-09-16","Biography & Autobiography",354
"26422","KP: The Autobiography","Kevin Pietersen","Paperback",3.5,"16.1",9780751557572,"Sport","2015-09-01","Biography & Autobiography",0
"26423","Football - Bloody Hell!","Patrick Barclay","Paperback",4,"15.38",9780224083072,"Sport",NA,NA,NA
"26424","A Year of Forest School","Jane Worroll","Paperback",4,"13.59",9781786781314,"Sport","2018-05-15","Family & Relationships",0
"26425","How to Live in a Van and Travel","Hudson","Paperback",4,"12.9",9780995705050,"Sport","2017-06-11",NA,285
"26426","Green Hills Of Africa","Ernest Hemingway","Paperback",3.5,"7.67",9780099909200,"Sport",NA,NA,NA
"26427","Cantona","Philippe Auclair","Paperback",4,"10.4",9780330511858,"Sport",NA,NA,NA
"26428","My World","Peter Sagan","Paperback",4,"10.99",9781787290358,"Sport","2019-06-27","Biography & Autobiography",0
"26429","Strength Training for Triathletes","Patrick Hagerman","Paperback",4,"15.48",9781937715311,"Sport","2015","Sports & Recreation",0
"26430","Strength Training for Fat Loss","Nick Tumminello","Hardback",4,"18.54",9781450432078,"Sport","2014-02-28","Sports & Recreation",280
"26431","Angels With Dirty Faces","Jonathan Wilson","Paperback",4.5,"12.8",9781409126942,"Sport","2017-09-21",NA,224
"26432","Easy Wood Carving for Children","Frank Egholm","Paperback",3,"11.78",9781782505150,"Sport","2018-08-15","Wood-carved figurines",0
"26433","Trout Fishing in America","Richard Brautigan","Paperback",4,"16.43",9780395500767,"Sport","1989","Fiction",406
"26434","Golden Boy","Christian Ryan","Paperback",4,"12.5",9781742374635,"Sport","2010","Biography & Autobiography",438
"26435","The Cyclist Who Went Out in the Cold","Tim Moore","Paperback",4,"10.13",9780224100212,"Sport","2017-06-27","Travel",0
"26436","100 Years of Leeds United","Daniel Chapman","Hardback",5,"22.22",9781785784309,"Sport","2019-08-05",NA,0
"26437","Fifty Places to Ski and Snowboard Before You Die:Downhill Experts","Chris Santella","Hardback",4.5,"16.94",9781617690549,"Sport","2013-10-15","Sports & Recreation",0
"26438","The Sherlock Holmes School of Self-Defence","E. W. Barton-Wright","Hardback",4,"12.67",9781907332739,"Sport","2017-03-02","Sports & Recreation",0
"26439","Faster Road Racing","Peter Pfitzinger","Paperback",4.5,"17.12",9781450470452,"Sport","2014-11-06","Sports & Recreation",280
"26440","The Art of Captaincy","Mike Brearley","Paperback",4,"9.87",9781447294351,"Sport",NA,NA,NA
"26441","Build Your Running Body","Pete Magill","Paperback",4,"18.2",9781615191024,"Sport","2014-07-29","Sports & Recreation",450
"26442","Shaq Uncut","Shaquille O'Neal","Paperback",4,"12.92",9781455504404,"Sport","2012-09-04","Biography & Autobiography",0
"26443","Endure","Alex Hutchinson","Paperback",4,"18.01",9780008277062,"Sport","2018-02-08","Human physiology",320
"26444","Eat Sweat Play","Anna Kessel","Paperback",4,"11.49",9781509808090,"Sport","2016","Health & Fitness",281
"26445","Epic Runs of the World","Lonely Planet","Hardback",5,"28.19",9781788681261,"Sport","2019","Sports & Recreation",0
"26446","100 Years of the Isle of Man TT","David Wright","Hardback",4,"29.56",9781847975522,"Sport","2013-12-01","Transportation",0
"26447","The Names Heard Long Ago","Jonathan Wilson","Hardback",4,"14.81",9781788702263,"Sport",NA,NA,NA
"26448","Bradley Wiggins: My Hour","Bradley Wiggins","Hardback",4,"16.95",9780224100465,"Sport","2016-09-27","Biography & Autobiography",0
"26449","Where Men Win Glory","Jon Krakauer","Paperback",4,"12.14",9780307386045,"Sport","2010-07-27","Biography & Autobiography",0
"26450","Facing Violence","Rory Miller","Paperback",4.5,"17.84",9781594392139,"Sport","2011","Social Science",223
"26451","Karate: The Complete Kata","Hirokazu Kanazawa","Hardback",4.5,"23.58",9781568365176,"Sport",NA,NA,NA
"26452","Unstoppable","Maria Sharapova","Paperback",4,"10.47",9780141987521,"Sport","2018-06-28","Biography & Autobiography",0
"26453","Sky Runner","Emelie Forsberg","Hardback",5,"16.9",9781743795477,"Sport","2019-04","Mountain running",184
"26454","Beware of the Dog","Brian Moore","Paperback",4,"8.95",9781847396518,"Sport","2011","Rugby Union football players",0
"26455","Top Gear: Epic Failures","Richard Porter","Hardback",4,"11.63",9781849908207,"Sport","2014-05-22","Humor",130
"26456","101 Ground Training Exercises for Every Horse and Handler","Cherry Hill","Paperback",4.5,"23.25",9781612120522,"Sport",NA,NA,NA
"26457","Every Brilliant Thing","Duncan Macmillan","Paperback",4.5,"9.69",9781783191437,"Sport",NA,NA,NA
"26458","Relentless","Tim S. Grover","Hardback",4,"21.23",9781476710938,"Sport","2013-04-16","Business & Economics",251
"26459","The Mental Game of Poker 2","Jared Tendler","Paperback",4,"19.79",9780983959755,"Sport","2013","Games & Activities",0
"26460","Walking and Trekking in Iceland","Paddy Dillon","Paperback",4,"17.71",9781852848057,"Sport",NA,NA,NA
"26461","Desktop Basketball","Shoshana Cohen Stopek","Mixed media product",0,"6.89",9780762444205,"Sport","2012-03-27","Sports & Recreation",0
"26462","Weight Training for Cyclists","Ken Doyle","Paperback",3.5,"15.38",9781934030295,"Sport",NA,NA,NA
"26463","100 Greatest Cycling Climbs of the Tour","Simon Warren","Paperback",4,"9.45",9780711234826,"Sport","2014-05-22","Sports & Recreation",0
"26464","The Canal Du Midi","Bernd-Wilfried Kießler","Paperback",3.5,"16.55",9781408112731,"Sport","2009-09-27","Travel",145
"26465","Grandma Gatewood's Walk","Ben Montgomery","Paperback",4,"19.29",9781613734995,"Sport",NA,NA,NA
"26466","Berlitz Cruising and Cruise Ships 2019 (Berlitz Cruise Guide with free eBook)","Berlitz Publishing Company","Paperback",4,"16.48",9781785730429,"Sport","1995","Cruise ships, Travel",0
"26467","Danube Bike Trail: Slovakian and Hungarian Danube from Vienna to Budapest - BIKE.HU.06.E v. 3","Esterbauer Verlag","Spiral bound",0,"15.55",9783850002127,"Sport",NA,NA,NA
"26468","Muhammad Ali","Thomas Hauser","Paperback",4.5,"14.54",9781907554803,"Sport","2012-05-22","Biography & Autobiography",0
"26469","Blue Mountains Best Bushwalks","Veechi Stuart","Paperback",3.5,"22.36",9781925403299,"Sport","2016-02-20",NA,240
"26470","Summits of My Life","Kilian Jornet","Paperback",4,"17.82",9781937715908,"Sport","2018","Long-distance runners",208
"26471","Mountaineering","The Mountaineers","Paperback",4.5,"26.6",9781846892622,"Sport",NA,NA,NA
"26472","The Last Season","Phil Jackson","Paperback",4,"15.47",9780143035879,"Sport","2005-10-04","Sports & Recreation",324
"26473","Stretching Anatomy","Arnold G. Nelson","Paperback",4,"18.66",9781450438155,"Sport","2013-10-14","Science",234
"26474","Born to Run","Christopher McDougall","Paperback",4.5,"17.18",9781846684227,"Sport","2010","Athletes",287
"26475","Paracord Outdoor Gear Projects","Joel Hooks","Paperback",3.5,"6.91",9781565238466,"Sport","2014-07","Crafts & Hobbies",0
"26476","The Man Who Made Things Out of Trees","Robert Penn","Hardback",4,"26.79",9781846148422,"Sport",NA,NA,NA
"26477","Breath","Tim Winton","Paperback",4,"7.95",9781509871124,"Sport","2018-06-28",NA,256
"26478","Bushido","Tsunetomo Yamamoto","Paperback",4,"8.79",9780757000263,"Sport","2002","History",110
"26479","The Wisdom of Mike Mentzer","John R. Little","Paperback",4.5,"17.91",9780071452939,"Sport",NA,NA,NA
"26480","Dublin & Wicklow","Helen Fairbairn","Paperback",4.5,"13.22",9781848892019,"Sport",NA,NA,NA
"26481","Running Your First Ultra","Krissy Moehl","Paperback",4,"15.55",9781624141423,"Sport",NA,NA,NA
"26482","The Complete Training of Horse and Rider in the Principles of Classical Horsemanship","Alois Podhajsky","Paperback",4.5,"14.14",9780879802356,"Sport","1967","Nature",324
"26483","The Deal","Jon Smith","Paperback",3.5,"5.87",9781472123039,"Sport",NA,NA,NA
"26484","Wing Chun Martial Arts","Grandmaster Yip Chun","Paperback",4,"19.13",9780877287964,"Sport",NA,NA,NA
"26485","Final Word","Graham Henry","Paperback",3.5,"10.73",9780007514670,"Sport","2013-01-31",NA,304
"26486","Ronnie","Ronnie O'Sullivan","Paperback",4,"9.26",9780752858807,"Sport","2004","Biography & Autobiography",298
"26487","How to Think Like a Fish","Jeremy Wade","Hardback",4,"17.83",9781474604857,"Sport","2019-05-02",NA,272
"26488","The Golfer's Mind","Rotella","Paperback",4,"8.02",9781416502296,"Sport",NA,NA,NA
"26489","On The Seventh Day","John Greene","Hardback",4.5,"21.6",9781781176528,"Sport",NA,NA,NA
"26490","Narrow Dog To Carcassonne","Terry Darlington","Paperback",3.5,"11.29",9780553816693,"Sport",NA,NA,NA
"26491","Luis Suarez: Crossing the Line - My Story","Luis Suarez","Paperback",4,"8.78",9781472224279,"Sport",NA,NA,NA
"26492","I Beat the Odds","Michael Oher","Paperback",4,"14.16",9781592406388,"Sport","2012-02-07","Biography & Autobiography",289
"26493","Rubber Band Engineer","Lance Akiyama","Paperback",4,"15.18",9781631591044,"Sport","2016-05-15","Crafts & Hobbies",147
"26494","Games Children Play","Kim Brooking-Payne","Paperback",4,"24.88",9781869890780,"Sport","1996","Games",0
"26495","Wainwright's Coast to Coast Walk","Alfred Wainwright","Paperback",4,"12.63",9780711239197,"Sport","2017-07-06","England, Northern",208
"26496","Pilot's Handbook of Aeronautical Knowledge (Federal Aviation Administration)","Federal Aviation Administration","Paperback",4,"19.22",9781510726062,"Sport",NA,NA,NA
"26497","Code of the Samurai","Thomas Cleary","Hardback",4,"12.94",9780804831901,"Sport",NA,NA,NA
"26498","Dark Summit","Nick Heil","Paperback",4,"10.78",9780753515709,"Sport",NA,NA,NA
"26499","Complete Krav Maga","Darren Levine","Paperback",4,"14.5",9781612435589,"Sport",NA,NA,NA
"26500","Hillsborough - The Truth","Phil Scraton","Paperback",4.5,"12.43",9781910948019,"Sport","2016-06-15","Criminal justice, Administration of",0
"26501","Leather Soul: A Half-back Flanker's Rhythm and Blues","Bob Murphy","Hardback",4,"29.52",9781760640521,"Sport",NA,NA,NA
"26502","Lonely Planet Tibet","Lonely Planet","Paperback",4,"19.09",9781742200460,"Sport","2015-02-19","Travel",351
"26503","Believe Training Journal Classic Red","Lauren Fleshman","Paperback",4.5,"15.52",9781937715601,"Sport",NA,NA,NA
"26504","Barca","Graham Hunter","Paperback",4,"12.51",9780956497154,"Sport","2012","Sports & Recreation",402
"26505","Federer","Chris Bowers","Paperback",4,"9.54",9781784188207,"Sport","2016-05","Biography",0
"26506","Sinning Across Spain","Ailsa Piper","Paperback",4.5,"25.67",9780522872224,"Sport",NA,NA,NA
"26507","Rowing Faster","Volker Nolte","Paperback",4,"22.26",9780736090407,"Sport","2011","Rowing",0
"26508","Harold Larwood","Duncan Hamilton","Paperback",4.5,"11.23",9781849162074,"Sport","2010-04-29","Biography & Autobiography",387
"26509","The Ashley Book of Knots","Clifford W. Ashley","Hardback",4.5,"49.02",9780571096596,"Sport","1993","Knots and splices",620
"26510","Kook","Peter Heller","Paperback",4,"14.85",9780743294201,"Sport",NA,NA,NA
"26511","The Ball is Round","David Goldblatt","Paperback",4,"23.31",9780141015828,"Sport",NA,NA,NA
"26512","Pushing the Limits","Casey Stoner","Paperback",4,"12.47",9781409129233,"Sport","2018-11-06","Biography & Autobiography",0
"26513","The Art of Horsemanship","Xenophon","Paperback",4,"10.6",9780486447537,"Sport","2006-01-01","Sports & Recreation",210
"26514","Winterdance: the Fine Madness of Running the Iditarod","Gary Paulsen","Paperback",4.5,"13.78",9780156001458,"Sport","1995","Biography & Autobiography",284
"26515","Lanterne Rouge","Max Leonard","Paperback",3.5,"11.66",9780224092005,"Sport",NA,NA,NA
"26516","Where the Wild Winds Are","Nick Hunt","Paperback",4,"6.97",9781473665750,"Sport",NA,NA,NA
