"","Title","Author","Format","Starts","Price","ISBN","Category","publishedDate","categories","pageCount"
"9265","How to Write a Sentence","Stanley Fish","Paperback",3.5,"8.85",9780061840531,"Dictionaries-Languages","2012-08-07","Literary Criticism",176
"9266","Incredible English: 1: Activity Book","","Paperback",0,"15.09",9780194442404,"Dictionaries-Languages",NA,NA,NA
"9267","The Official Guide to the Pearson Test of English Academic New Edition Pack","Pearson","Mixed media product",4,"33.58",9781447928911,"Dictionaries-Languages","2013","Juvenile Nonfiction",208
"9268","Oxford Reading Tree: Level 8: Stories: A Day in London","Roderick Hunt","Paperback",3.5,"6.44",9780198483359,"Dictionaries-Languages",NA,NA,NA
"9269","Project X Origins: Turquoise Book Band, Oxford Level 7: Discovery: Tiger's Discovery","Michaela Morgan","Paperback",5,"6.01",9780198301554,"Dictionaries-Languages","2014-01","Juvenile Nonfiction",0
"9270","Project X Origins: Orange Book Band, Oxford Level 6: Invasion: Buzz Off!","Damian Harvey","Paperback",0,"5.49",9780198301462,"Dictionaries-Languages","2014-01","Juvenile Nonfiction",0
"9271","Oxford Reading Tree: Level 2: Stories: The Toys' Party","Roderick Hunt","Paperback",3.5,"5.22",9780198481225,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9272","Oxford Reading Tree: Level 2: Stories: What a Bad Dog!","Roderick Hunt","Paperback",3.5,"4.25",9780198481188,"Dictionaries-Languages",NA,NA,NA
"9273","Jolly Phonics Pupil Book 1","Sara Wernham","Paperback",4.5,"4.33",9781844141623,"Dictionaries-Languages",NA,NA,NA
"9274","Complete Spanish Beginner to Intermediate Book and Audio Course","Juan Kattan-Ibarra","Mixed media product",4,"36.4",9781444177244,"Dictionaries-Languages","2010-11-26","Foreign Language Study",400
"9275","Super Minds Level 2 Workbook with Online Resources","Herbert Puchta","Mixed media product",0,"20.02",9781107482975,"Dictionaries-Languages",NA,NA,NA
"9276","Easy Learning French Conversation","Collins Dictionaries","Paperback",4.5,"9.23",9780008111984,"Dictionaries-Languages","2015","French language",0
"9277","Cambridge IELTS 9 Self-study Pack (Student's Book with Answers and Audio CDs (2))","Cambridge ESOL","Mixed media product",4.5,"45.87",9781107645622,"Dictionaries-Languages",NA,NA,NA
"9278","Project X Origins: Purple Book Band, Oxford Level 8: Buildings: Sandcastle","Jan Burchett","Paperback",0,"6.05",9780198301707,"Dictionaries-Languages","2014-01","Juvenile Nonfiction",0
"9279","The Horologicon","Mark Forsyth","Hardback",4,"14.01",9781848314153,"Dictionaries-Languages",NA,NA,NA
"9280","Menschen","Sabine Glas-Peters","Mixed media product",3.5,"22.33",9783191119010,"Dictionaries-Languages","2012","Juvenile Nonfiction",218
"9281","Legal Writing in Plain English","Bryan A. Garner","Paperback",4,"18.27",9780226283937,"Dictionaries-Languages","2013-08-26","Law",0
"9282","First French Reader","Stanley Appelbaum","Paperback",4,"8.77",9780486461786,"Dictionaries-Languages","2008-02-04","Foreign Language Study",242
"9283","Forrest Gump","Winston Groom","Paperback",4,"9.31",9780552996099,"Dictionaries-Languages",NA,NA,NA
"9284","New Comprehensive A-Z Crossword Dictionary","Edy Garcia Schaffer","Paperback",4,"8.91",9780380724253,"Dictionaries-Languages",NA,NA,NA
"9285","Super Minds Level 3 Student's Book with DVD-ROM","Herbert Puchta","Mixed media product",5,"30.23",9780521221689,"Dictionaries-Languages","2012-07-12","Foreign Language Study",129
"9286","Longman's Student Grammar of Spoken and Written English Paper","Douglas Biber","Paperback",4,"48.18",9780582237261,"Dictionaries-Languages","2006","English language",1204
"9287","Oxford Reading Tree: Level 1+: First Sentences: Hide and Seek","Roderick Hunt","Paperback",3.5,"3.76",9780198480631,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9288","French Verb Wheel (Verbes Irreguliers Francais)","Stephane Derone","",0,"7.4",9781847950390,"Dictionaries-Languages",NA,NA,NA
"9289","Scholastic Success with Writing, Grade 3","Scholastic","Paperback",4,"6.37",9780545200776,"Dictionaries-Languages",NA,NA,NA
"9290","Scholastic Success With: Grammar, Grade 3","Scholastic","Paperback",4.5,"6.59",9780545201056,"Dictionaries-Languages","2010-03","Education",0
"9291","Style Manual","Dcita","Paperback",4,"53.98",9780701636487,"Dictionaries-Languages","2011-09-26","Education, Education",560
"9292","The Chicago Manual of Style","University of Chicago Press","Hardback",4.5,"47.09",9780226287058,"Dictionaries-Languages",NA,NA,NA
"9293","We Tell Ourselves Stories in Order to Live","Joan Didion","Hardback",4.5,"26.32",9780307264879,"Dictionaries-Languages","2006-10-17","Language Arts & Disciplines",1196
"9294","The Horologicon","Mark Forsyth","Paperback",4,"9.43",9781785781711,"Dictionaries-Languages","2016-11-03","English language",272
"9295","Therapeutic Storytelling","Susan Perrow","Paperback",5,"20.03",9781907359156,"Dictionaries-Languages","2012","Language Arts & Disciplines",0
"9296","Oxford Reading Tree: Level 5: Stories: The Dragon Tree","Roderick Hunt","Paperback",4,"4.64",9780198482451,"Dictionaries-Languages",NA,NA,NA
"9297","More Letters of Note","Shaun Usher","Hardback",4,"32.46",9781782114543,"Dictionaries-Languages","2015","Letters",0
"9298","Mechanically Inclined","Jeff Anderson","Paperback",4.5,"25.22",9781571104120,"Dictionaries-Languages",NA,NA,NA
"9299","The Negative Trait Thesaurus","Angela Ackerman","Paperback",4.5,"19.38",9780989772501,"Dictionaries-Languages","2013","Characters and characteristics in literature",0
"9300","Level 4: 1984","George Orwell","Paperback",4,"10.29",9781405862417,"Dictionaries-Languages","2008","Foreign Language Study, Education",76
"9301","Jack and the Beanstalk - Read it yourself with Ladybird","Laura Barella","Paperback",4,"5.54",9780723273004,"Dictionaries-Languages","2013","Children's stories",0
"9302","Korean Made Simple","Billy Go","Paperback",4.5,"26.24",9781497445826,"Dictionaries-Languages",NA,NA,NA
"9303","Oxford Reading Tree: Level 1: First Words: Six in Bed","Roderick Hunt","Paperback",3.5,"3.76",9780198480464,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9304","Illustrating Children's Books","Martin Salisbury","Paperback",4,"18.46",9780764127175,"Dictionaries-Languages","2004","Art",148
"9305","Longmans Student Grammar of Spoken and Written English Workbook","Douglas Biber","Paperback",4,"32.3",9780582539426,"Dictionaries-Languages",NA,NA,NA
"9306","Plain Words","Rebecca Gowers","Paperback",4,"10.1",9780241960349,"Dictionaries-Languages",NA,NA,NA
"9307","Oxford Advanced Learner's Dictionary: Paperback + DVD + Premium Online Access Code","Jeniffer Bradbery","Paperback",4.5,"48.4",9780194798792,"Dictionaries-Languages","2015","English language",1820
"9308","Greek Grammar Beyond the Basics","Daniel B. Wallace","Hardback",4.5,"39.98",9780310218951,"Dictionaries-Languages","1996","Foreign Language Study",868
"9309","Nuevo Ven","Francisca Castro","Mixed media product",4,"30.11",9788477118312,"Dictionaries-Languages","2003","Foreign Language Study, NULL",192
"9310","How to Write Science Fiction and Fantasy","Orson Scott Card","Paperback",4,"10.24",9781582971032,"Dictionaries-Languages","2001-09-15","Language Arts & Disciplines",152
"9311","Oxford Reading Tree: Level 1+: First Sentences: Look At Me","Roderick Hunt","Paperback",3,"3.67",9780198480662,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9312","Alter Ego","Annie Berthet","Mixed media product",4,"27.46",9782011554208,"Dictionaries-Languages","2006","NULL, Foreign Language Study, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL",0
"9313","Italian Picture Word Book","Hayward Cirker","Paperback",4.5,"5.11",9780486282022,"Dictionaries-Languages","1994-10-21","Juvenile Nonfiction",34
"9314","The Hut Six Story","Gordon Welchman","Paperback",4,"12.48",9780947712341,"Dictionaries-Languages",NA,NA,NA
"9315","The Penguin Dictionary of Sociology","Bryan Turner","Paperback",3.5,"11.87",9780141013756,"Dictionaries-Languages",NA,NA,NA
"9316","Japanese from Zero!: 3","George Trombley","Paperback",4.5,"27.03",9780976998136,"Dictionaries-Languages",NA,NA,NA
"9317","Cambridge IELTS 10 Student's Book with Answers","Cambridge","Paperback",4,"25.18",9781107464407,"Dictionaries-Languages","2015-04-16","Foreign Language Study",188
"9318","Easy Learning Spanish Conversation","Collins Dictionaries","Paperback",4,"8.76",9780008111977,"Dictionaries-Languages","2015-05-07","Foreign Language Study",320
"9319","New Practical Chinese Reader vol.1 - Workbook","Xun Liu","Paperback",4,"17.4",9787561926222,"Dictionaries-Languages","2010","Chinese language, Chinese language, Chinese language, Chinese language, Chinese language, NULL, Juvenile Nonfiction, NULL, Chinese language, Chinese language",0
"9320","Writing Fiction For Dummies","Randy Ingermanson","Paperback",4,"15.38",9780470530702,"Dictionaries-Languages",NA,NA,NA
"9321","Dreyer's English","Benjamin Dreyer","Hardback",4.5,"16.5",9780812995701,"Dictionaries-Languages","2019-01-29","Language Arts & Disciplines",321
"9322","The Screenwriter's Workbook","Syd Field","Paperback",4,"13.88",9780385339049,"Dictionaries-Languages",NA,NA,NA
"9323","Alter Ego +","Annie Berthet","Mixed media product",4,"17.79",9782011558114,"Dictionaries-Languages","2012","Education",127
"9324","Alif Baa","Kristen Brustad","Paperback",4,"52.37",9781589016323,"Dictionaries-Languages",NA,NA,NA
"9325","Thai for Beginners","Benjawan Poomsan Becker","Paperback",4,"17.72",9781887521000,"Dictionaries-Languages",NA,NA,NA
"9326","Image Music Text","Roland Barthes","Paperback",4,"7.36",9780006861355,"Dictionaries-Languages","1977","Criticism",228
"9327","Cambridge IELTS 13 Academic Student's Book with Answers with Audio","","Mixed media product",4,"38.13",9781108553094,"Dictionaries-Languages",NA,NA,NA
"9328","Wreck This Journal Bundle Set","Keri Smith","Paperback",4.5,"36.8",9780399162732,"Dictionaries-Languages","2012-08-07","Language Arts & Disciplines",0
"9329","Complete Dutch Beginner to Intermediate Course","Gerdi Quist","Mixed media product",4.5,"26.2",9781444102383,"Dictionaries-Languages",NA,NA,NA
"9330","James Hardy Vaux's 1819 Dictionary of Criminal Slang and Other Impolite Terms as Used by the Convicts of the British Colonies of Australia with Additional True Stories, Remarkable Facts and Illustrations","Simon Barnard","Hardback",5,"22.45",9781925773897,"Dictionaries-Languages",NA,NA,NA
"9331","Writing Ages 3-5: New Edition","Collins Easy Learning","Paperback",4.5,"3.89",9780008151614,"Dictionaries-Languages","2016-03-18","English language",0
"9332","Oxford Reading Tree: Level 5: Stories: Village in the Snow","Roderick Hunt","Paperback",4,"4.66",9780198482482,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9333","English for Everyone English Grammar Guide","DK","Paperback",4.5,"20.69",9780241242360,"Dictionaries-Languages","2016-11","English language",360
"9334","Key Words: 5a Where we go","W. Murray","Hardback",4.5,"3.99",9781409301141,"Dictionaries-Languages",NA,NA,NA
"9335","Cardinal","Louise Milligan","Paperback",4.5,"25.5",9780522875997,"Dictionaries-Languages",NA,NA,NA
"9336","Essentials of Assessment Report Writing","Elizabeth O. Lichtenberger","Paperback",4,"48.39",9780471394877,"Dictionaries-Languages",NA,NA,NA
"9337","Oxford Essential Arabic Dictionary","Oxford Dictionaries","Paperback",4,"11.7",9780199561155,"Dictionaries-Languages","2010-02-11","Foreign Language Study",418
"9338","Voice and the Actor","Cicely Berry","Paperback",4,"9.15",9780020415558,"Dictionaries-Languages","1991-08-13","Language Arts & Disciplines",170
"9339","Practice Makes Perfect: Complete Italian Grammar, Premium Second Edition","Marcel Danesi","Paperback",4,"15.23",9781259587726,"Dictionaries-Languages","2016-04-29","Foreign Language Study",0
"9340","IELTS Writing","Anneli Williams","Paperback",4,"13.55",9780007423248,"Dictionaries-Languages","2011","Foreign Language Study",144
"9341","Grammar, Grade 4","Scholastic","Paperback",3.5,"6.14",9780545201049,"Dictionaries-Languages",NA,NA,NA
"9342","Oxford Reading Tree: Level 5: Stories: Castle Adventure","Roderick Hunt","Paperback",4,"4.65",9780198482475,"Dictionaries-Languages",NA,NA,NA
"9343","Easy French Reader w/CD-ROM","R. de Roussy de Sales","Book",4,"13.04",9780071603423,"Dictionaries-Languages","2008-11-27","Foreign Language Study, Foreign Language Study",240
"9344","Oxford Reading Tree: Level 6: Stories: The Treasure Chest","Roderick Hunt","Paperback",3.5,"5.49",9780198482840,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9345","German All-in-One For Dummies","Wendy Foster","Paperback",4,"21.81",9781118491409,"Dictionaries-Languages",NA,NA,NA
"9346","Reading Like a Writer","Francine Prose","Paperback",4,"12.68",9781908526076,"Dictionaries-Languages",NA,NA,NA
"9347","Oxford IB Diploma Programme: Extended Essay Course Companion","Kosta Lekanides","Paperback",4,"35.79",9780198377764,"Dictionaries-Languages","2016-10-06","International baccalaureate",0
"9348","Oxford School Shakespeare: Twelfth Night","William Shakespeare","Paperback",4,"6.85",9780198328711,"Dictionaries-Languages","2010-03-04","Juvenile Nonfiction",0
"9349","The Big Short","Michael Lewis","Hardback",4.5,"19.88",9780393072235,"Dictionaries-Languages",NA,NA,NA
"9350","Nuevo Espanol en Marcha: Student Book Level A1","Francisca ... [et al.]  Castro Viudez","Mixed media product",0,"28.87",9788497783736,"Dictionaries-Languages","2014","Juvenile Nonfiction",151
"9351","Garlic And Sapphires","Ruth Reichl","Paperback",4,"10.6",9780099489979,"Dictionaries-Languages","2007","Biography & Autobiography",356
"9352","First German Reader","Harry Steinhauer","Paperback",4,"8.69",9780486461793,"Dictionaries-Languages",NA,NA,NA
"9353","Confabulations","John Berger","Paperback",4,"8.3",9780141984957,"Dictionaries-Languages","2016","Biography & Autobiography",0
"9354","Workbook for Wheelock's Latin","Paul T. Comeau","Paperback",4,"15.74",9780060956424,"Dictionaries-Languages","2000-05-30","Foreign Language Study",356
"9355","The Gingerbread Man - Read It Yourself with Ladybird","Ladybird","Paperback",4.5,"5.28",9780723272885,"Dictionaries-Languages","2013","Children's stories",0
"9356","The Little Green Grammar Book","Mark Tredinnick","Paperback",4,"29.14",9780868409191,"Dictionaries-Languages","2008","Language Arts & Disciplines",255
"9357","Cambridge Latin Grammar","Cambridge School Classics Project","Paperback",4.5,"21.36",9780521385886,"Dictionaries-Languages","1992-01-23","Juvenile Nonfiction",128
"9358","The Professor and the Madman","Simon Winchester","Paperback",4,"13.77",9780060839789,"Dictionaries-Languages","2005-07-05","Biography & Autobiography",288
"9359","Le nouveau taxi!","Capelle","Paperback",3.5,"25.86",9782011555489,"Dictionaries-Languages","2009","Juvenile Nonfiction",144
"9360","The Language Instinct","Steven Pinker","Paperback",4,"11.98",9780141980775,"Dictionaries-Languages","2015-04-02","Language and languages",528
"9361","Oxford Collocations Dictionary for students of English","Colin McIntosh","Mixed media product",4.5,"42.08",9780194325387,"Dictionaries-Languages",NA,NA,NA
"9362","Complete Italian Beginner to Intermediate Book and Audio Course","Clelia Boscolo","Mixed media product",4,"24.83",9781444177343,"Dictionaries-Languages",NA,NA,NA
"9363","Ship or Sheep? Book and Audio CD Pack","Ann Baker","Mixed media product",4,"29.31",9780521606738,"Dictionaries-Languages","2006-11-10","Foreign Language Study",244
"9364","The Positive Trait Thesaurus","Angela Ackerman","Paperback",4.5,"19.5",9780989772518,"Dictionaries-Languages",NA,NA,NA
"9365","Oxford Reading Tree Biff, Chip and Kipper Stories Decode and Develop: Level 7: Holiday in Japan","Roderick Hunt","Paperback",3,"6.11",9780198300267,"Dictionaries-Languages",NA,NA,NA
"9366","Dialogue","Robert McKee","Hardback",4.5,"26.77",9780413777959,"Dictionaries-Languages",NA,NA,NA
"9367","Kid's Box Level 3 Pupil's Book British English","Caroline Nixon","Paperback",0,"16.02",9781316627686,"Dictionaries-Languages",NA,NA,NA
"9368","Alpha-Phonics A Primer for Beginning Readers","Samuel L. Blumenfeld","Paperback",4.5,"21.92",9780941995320,"Dictionaries-Languages","2015","Language Arts & Disciplines",184
"9369","The Official Guide to the TOEFL Test with DVD-ROM, Fifth Edition","Educational Testing Service","Paperback",4.5,"27.51",9781260011210,"Dictionaries-Languages","2006","NULL, Study Aids",NA
"9370","First Phonics Ages 3-4","Collins Easy Learning","Paperback",4,"3.95",9780008151638,"Dictionaries-Languages","2016-03-18","Education",0
"9371","German Made Simple","Arnold Leitner","Paperback",4,"16.32",9780767918602,"Dictionaries-Languages","2006-05-16","Foreign Language Study",321
"9372","Wedding Planner","Cb Wedding Planner Book","Paperback",5,"10.23",9781984252975,"Dictionaries-Languages","2018-01-29",NA,100
"9373","Motherfocloir","Darach O'Seaghdha","Paperback",4,"8.04",9781786691873,"Dictionaries-Languages","2018-09-06","Irish language",0
"9374","The CELTA Course Trainee Book","Scott Thornbury","Paperback",4,"21.98",9780521692069,"Dictionaries-Languages",NA,NA,NA
"9375","Oxford Bookworms Library: Level 2:: Red Dog","Louis de Bernieres","Paperback",4,"11.22",9780194790833,"Dictionaries-Languages","2010-04-22","Foreign Language Study",64
"9376","Japanese the Manga Way","Wayne P. Lammers","Paperback",4,"19.66",9781880656907,"Dictionaries-Languages","2004-11-01","Foreign Language Study",316
"9377","Oxford Essential German Dictionary","Oxford Dictionaries","Paperback",4,"7.26",9780199576395,"Dictionaries-Languages","2010-05-13","Foreign Language Study",543
"9378","Dutch For Dummies","Margreet Kwakernaak","Paperback",3.5,"17.35",9780470519868,"Dictionaries-Languages",NA,NA,NA
"9379","Writing Your Dissertation in Fifteen Min","Joan Bolker","Paperback",4,"15.07",9780805048919,"Dictionaries-Languages","1998","Language Arts & Disciplines",212
"9380","Ever After","Tamara Laporte","Paperback",4.5,"17.05",9781631596650,"Dictionaries-Languages","2019-08-06","Crafts & Hobbies",147
"9381","Empire of Illusion","Chris Hedges","Paperback",4,"11.24",9781568586137,"Dictionaries-Languages",NA,NA,NA
"9382","Oxford Reading Tree: Level 1: First Words: Pancake","Roderick Hunt","Paperback",3,"3.72",9780198480471,"Dictionaries-Languages",NA,NA,NA
"9383","The Code Book","Dr. Simon Singh","Paperback",4.5,"15.81",9780385495325,"Dictionaries-Languages","2000-08-29","History",436
"9384","Oxford Reading Tree: Level 2: Stories: A New Dog","Roderick Hunt","Paperback",3.5,"4.25",9780198481218,"Dictionaries-Languages",NA,NA,NA
"9385","The 45 Second Presentation That Will Change Your Life","Don Failla","Paperback",4,"7.18",9781935278368,"Dictionaries-Languages","2009-01","Business & Economics",100
"9386","Teaching English as a Foreign Language For Dummies","Michelle M. Maxom","Paperback",3.5,"16.84",9780470745762,"Dictionaries-Languages","2012-01-24","Foreign Language Study",407
"9387","Novo Avenida Brasil","Emma Eberlein O. F. Lima","Mixed media product",3,"42.82",9788512545202,"Dictionaries-Languages",NA,NA,NA
"9388","Ele Actual","Virgilio Borobio","Mixed media product",3.5,"30.62",9788467551815,"Dictionaries-Languages",NA,NA,NA
"9389","Al-Kitaab fii Tacallum al-cArabiyya with DVD","Kristen Brustad","Paperback",3.5,"48.48",9781589011045,"Dictionaries-Languages",NA,NA,NA
"9390","Flat Earth News","Nick Davies","Paperback",4,"10.92",9780099512684,"Dictionaries-Languages","2009","Language Arts & Disciplines",434
"9391","The Art of Rhetoric","Aristotle","Paperback",4,"10.02",9780140445107,"Dictionaries-Languages","1992-03-03","Philosophy",0
"9392","My First Word book","Felicity Brooks","Board book",4,"10.11",9781409551836,"Dictionaries-Languages",NA,NA,NA
"9393","Cambridge Latin Course Book 4 Student's Book","Cambridge School Classics Project","Paperback",4,"27.42",9780521797931,"Dictionaries-Languages",NA,NA,NA
"9394","Cambridge IELTS 12 Academic Student's Book with Answers","","Paperback",3.5,"20.97",9781316637821,"Dictionaries-Languages","2017-07-06","Foreign Language Study, Foreign Language Study, Foreign Language Study, Foreign Language Study, Foreign Language Study, Foreign Language Study, Foreign Language Study, Foreign Language Study, Foreign Language Study, Foreign Language Study",136
"9395","Oxford Reading Tree: Level 3: Stories: A Cat in the Tree","Roderick Hunt","Paperback",3.5,"4.29",9780198481720,"Dictionaries-Languages",NA,NA,NA
"9396","The Emperor's New Clothes - Read It Yourself with Ladybird","Marina Le Ray","Paperback",5,"5.24",9780723272762,"Dictionaries-Languages","2013","Children's stories, NULL",0
"9397","Key Words: 5b Out in the sun","W. Murray","Hardback",4.5,"3.99",9781409301226,"Dictionaries-Languages","2009-08-25","Juvenile Nonfiction",0
"9398","Learner English","Michael Swan","Paperback",4,"34.58",9780521779395,"Dictionaries-Languages","2001-04-26","Education",17
"9399","""They Say / I Say""","Gerald Graff","Paperback",4,"38.97",9780393935844,"Dictionaries-Languages",NA,NA,NA
"9400","Objective Proficiency Student's Book with Answers with Downloadable Software","Annette Capel","Mixed media product",4,"36.49",9781107646377,"Dictionaries-Languages","2012-12-20","Foreign Language Study",279
"9401","Rex the Big Dinosaur - Read it yourself with Ladybird","Ronne Randall","Paperback",4,"5.33",9780718194635,"Dictionaries-Languages","2013","Blue star",0
"9402","Complete Spanish Step-by-Step","Barbara Bregstein","Paperback",4.5,"21.06",9781259643415,"Dictionaries-Languages","2016-08-26","Foreign Language Study",624
"9403","Oxford Reading Tree: Level 1: First Words: Floppy Floppy","Roderick Hunt","Paperback",3.5,"3.72",9780198480501,"Dictionaries-Languages",NA,NA,NA
"9404","Biblical Hebrew Laminated Sheet","Gary Davis Pratico","",4.5,"9.61",9780310262954,"Dictionaries-Languages",NA,NA,NA
"9405","Easy Italian Step-by-Step","Paola Nanni-Tate","Paperback",4,"13.67",9780071453899,"Dictionaries-Languages",NA,NA,NA
"9406","The Ugly Duckling - Read it yourself with Ladybird","Richard Johnson","Paperback",4,"5.33",9780723272632,"Dictionaries-Languages","2013","Blue star",0
"9407","Ikigai & Other Japanese Words to Live By","Mari Fujimoto","Hardback",4,"13.27",9781911130888,"Dictionaries-Languages","2019-01-24","Conduct of life",0
"9408","Gwynne's Latin","N.M. Gwynne","Hardback",4,"10.96",9780091957438,"Dictionaries-Languages",NA,NA,NA
"9409","English Grammar Essentials For Dummies - Australia","Wendy M. Anderson","Paperback",4,"7.01",9781118493311,"Dictionaries-Languages","2014-04-28","Language Arts & Disciplines, Language Arts & Disciplines",192
"9410","Ready, Set, Novel! Workbook","Tavia Stewart-Streit","Paperback",4,"11.25",9781452101729,"Dictionaries-Languages","2011","Language Arts & Disciplines",0
"9411","The Adventure Of English","Melvyn Bragg","Paperback",4,"9.48",9780340829936,"Dictionaries-Languages",NA,NA,NA
"9412","English Grammar For Dummies","Lesley J. Ward","Paperback",4,"15.78",9780470057520,"Dictionaries-Languages","2007","English language",0
"9413","Other-Wordly","Yee-lum Mak","Hardback",4.5,"10.58",9781452125343,"Dictionaries-Languages",NA,NA,NA
"9414","Scholastic Success with Writing, Grade 4","Scholastic","Paperback",4,"5.95",9780545200769,"Dictionaries-Languages","2010-03","Education",0
"9415","Jolly Dictionary","Sara Wernham","Paperback",4.5,"16.09",9781844140008,"Dictionaries-Languages","2003","Juvenile Nonfiction",341
"9416","Talk French Complete (Book/CD Pack)","Isabelle Fournier","Mixed media product",0,"28.73",9781406679212,"Dictionaries-Languages","2014","French language",NA
"9417","All the President's Men","Bob Woodward","Paperback",4,"16.18",9781476770512,"Dictionaries-Languages","2014-06-03","History",384
"9418","Level 5: The Body","Stephen King","Paperback",4.5,"11.82",9781405882378,"Dictionaries-Languages",NA,NA,NA
"9419","Lonely Planet Dutch Phrasebook & Dictionary","Lonely Planet","Paperback",4,"5.53",9781741792744,"Dictionaries-Languages",NA,NA,NA
"9420","Provost Gary : 100 Ways to Improve Your Writing","Gary Provost","Paperback",4,"6.15",9780451627216,"Dictionaries-Languages","1985","Reference",180
"9421","Oxford School Dictionary of Word Origins","John Ayto","Mixed media product",4,"12.77",9780192733740,"Dictionaries-Languages","2013-05-02","Juvenile Nonfiction",0
"9422","Merriam-Webster Complete Crossword Dictionary 4th Edition","Hinkler Books Hinkler Books","Paperback",0,"20.95",9781488934469,"Dictionaries-Languages",NA,NA,NA
"9423","Fowler's Dictionary of Modern English Usage","Jeremy Butterfield","Hardback",4,"28.74",9780199661350,"Dictionaries-Languages",NA,NA,NA
"9424","Oxford Reading Tree: Level 7: More Stories B: Australian Adventure","Roderick Hunt","Paperback",4.5,"6.11",9780198483250,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9425","The Economist Style Guide","Ann Wroe","Paperback",4,"9.72",9781781258316,"Dictionaries-Languages",NA,NA,NA
"9426","They Say / I Say","Cathy Birkenstein","Paperback",4,"24.38",9780393631678,"Dictionaries-Languages",NA,NA,NA
"9427","Oxford Reading Tree: Level 9: Stories: Survival Adventure","Roderick Hunt","Paperback",3.5,"6.45",9780198483564,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9428","Dirty Japanese","Matt Fargo","Paperback",4,"7.24",9781569755655,"Dictionaries-Languages",NA,NA,NA
"9429","Complete Norwegian Beginner to Intermediate Course","Margaretha Danbolt-Simons","Mixed media product",4,"23.78",9781444195040,"Dictionaries-Languages",NA,NA,NA
"9430","Integrated Korean","Young-mee Yu Cho","Paperback",4,"26.75",9780824835156,"Dictionaries-Languages","2010","Korean language, Foreign Language Study",0
"9431","Lonely Planet Europe Phrasebook & Dictionary","Lonely Planet","Paperback",3.5,"7.22",9781743214350,"Dictionaries-Languages","2015","Bulgarian language",0
"9432","Stein on Writing","Sol Stein","Paperback",4,"17.26",9780312254216,"Dictionaries-Languages","2000-01-25","Language Arts & Disciplines",324
"9433","Unlocking Literacy","Marcia K. Henry","Paperback",4.5,"42.42",9781598570748,"Dictionaries-Languages","2010","Language Arts & Disciplines",0
"9434","Fun for Starters Student's Book with Online Activities with Audio and Home Fun Booklet 2","Anne Robinson","Mixed media product",0,"22.64",9781316617465,"Dictionaries-Languages",NA,NA,NA
"9435","Oxford Reading Tree: Level 4: Stories: The Storm","Roderick Hunt","Paperback",3.5,"4.67",9780198482079,"Dictionaries-Languages",NA,NA,NA
"9436","Oxford Reading Tree: Level 1: First Words: Good Trick","Roderick Hunt","Paperback",3.5,"3.73",9780198480495,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9437","New English File: Intermediate: Student's Book","Clive Oxenden","Paperback",4,"37.54",9780194518000,"Dictionaries-Languages",NA,NA,NA
"9438","Teaching Tenses","Rosemary Aitken","Paperback",4,"28.12",9780952280866,"Dictionaries-Languages","2002","English language",191
"9439","Japanese Kanji Flash Cards Kit Volume 1","Alexander Kask","Mixed media product",4,"16.35",9784805311745,"Dictionaries-Languages",NA,NA,NA
"9440","The Story of English in 100 Words","David Crystal","Paperback",4,"8.61",9781846684289,"Dictionaries-Languages","2012","Language Arts & Disciplines",0
"9441","How to Write an Autobiographical Novel","Alexander Chee","Paperback",4.5,"9.68",9781526609113,"Dictionaries-Languages","2018","Biography & Autobiography",289
"9442","Chinese Flash Cards kit","Jun Yang","Mixed media product",4,"14.31",9780804842013,"Dictionaries-Languages",NA,NA,NA
"9443","The Coffee Dictionary","Maxwell Colonna-Dashwood","Hardback",4,"14.7",9781784723019,"Dictionaries-Languages","2017-10-03","Cooking",256
"9444","Oxford Reading Tree: Level 4: Stories: The Secret Room","Roderick Hunt","Paperback",3.5,"4.65",9780198482116,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9445","Spell It Out","David Crystal","Paperback",4,"9.56",9781846685682,"Dictionaries-Languages","2013-01-01","Language Arts & Disciplines",328
"9446","Bird By Bird: Some Instructions on Writing and Life","Anne Lamott","Paperback",4,"18.01",9781921372476,"Dictionaries-Languages","2008","Authorship",238
"9447","Trivium","Sister Miriam Joseph","Paperback",4,"19.24",9780967967509,"Dictionaries-Languages","2002-01","Education",292
"9448","Authoring a PhD","Patrick Dunleavy","Paperback",3.5,"26.49",9781403905840,"Dictionaries-Languages",NA,NA,NA
"9449","How to Read a Book","Mortimer J Adler","Hardback",4,"23.66",9781476790152,"Dictionaries-Languages","2014-09-30","Language Arts & Disciplines",448
